Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Alcatel Venture,1/03/2012,2012,2614,6,Alcatel Venture,40969,Alcatel,0.249977111,0.008388246,0.299680654,0.079136691,0.056910569,0.142857143,0.008130081,0.141609823,0.286885246,0.040625769,0.04041052,0.00901441,0.013362069,0.249116608
Alcatel One Touch OT-985,1/04/2012,2012,2650,6,Alcatel One Touch OT-985,41000,Alcatel,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.019873532,0.150995907,0.274590164,0.041461991,0.038806928,0.009228529,0.01637931,0.30338213
Alcatel One Touch OT-985N,1/04/2012,2012,2651,6,Alcatel One Touch OT-985N,41000,Alcatel,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.019873532,0.150995907,0.274590164,0.041461991,0.038806928,0.009228529,0.01637931,0.30338213
Alcatel One Touch OT-916,1/05/2012,2012,2691,6,Alcatel One Touch OT-916,41030,Alcatel,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.009226997,0.159072306,0.278688525,0.044331626,0.035279025,0.009378413,0.014396552,0.276375568
Alcatel One Touch OT-916D,1/05/2012,2012,2692,6,Alcatel One Touch OT-916D,41030,Alcatel,0.124973296,0.008388246,0.32469206,0.064748201,0.089430894,0.103174603,0.009226997,0.159072306,0.278688525,0.044331626,0.035279025,0.009378413,0.014396552,0.276375568
Alcatel One Touch OT-985D,1/05/2012,2012,2693,6,Alcatel One Touch OT-985D,41030,Alcatel,0.124973296,0.008388246,0.32469206,0.129496403,0.089430894,0.222222222,0.019873532,0.150995907,0.274590164,0.041461991,0.038806928,0.009228529,0.01637931,0.30338213
Alcatel One Touch OT-995 Ultra,1/05/2012,2012,2694,6,Alcatel One Touch OT-995 Ultra,41030,Alcatel,0.249977111,0.031878203,0.699863138,0.18705036,0.154471545,0.380952381,0.058846303,0.167803547,0.319672131,0.053642117,0.023412444,0.008586172,0.013793103,0.436648157
Alcatel One Touch OT-986,1/06/2012,2012,2733,6,Alcatel One Touch OT-986,41061,Alcatel,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.156020131,0.173260573,0.340163934,0.058936998,0.023412444,0.009849474,0.018965517,0.713780919
Alcatel One Touch OT-991,1/06/2012,2012,2734,6,Alcatel One Touch OT-991,41061,Alcatel,0.124973296,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.019873532,0.167803547,0.299180328,0.05020352,0.03014753,0.009742415,0.01549569,0.254164563
Alcatel One Touch OT-993,1/08/2012,2013,2830,6,Alcatel One Touch OT-993,41122,Alcatel,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.156616644,0.309016393,0.04839711,0.034637588,0.010127829,0.019396552,0.480060575
Alcatel One Touch OT-991D,1/09/2012,2013,2869,6,Alcatel One Touch OT-991D,41153,Alcatel,0.124973296,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.019873532,0.167803547,0.299180328,0.05020352,0.030788967,0.00991371,0.018103448,0.254164563
Alcatel One Touch OT-993D,1/09/2012,2013,2870,6,Alcatel One Touch OT-993D,41153,Alcatel,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.156616644,0.309016393,0.04839711,0.034637588,0.010127829,0.019396552,0.480060575
Alcatel One Touch T20,1/09/2012,2013,2871,6,Alcatel One Touch T20,41153,Alcatel,0.499984741,0.062079576,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.451568895,0.348360656,0.157308836,0.035920462,0.048305248,0.057543103,0.315497224
Alcatel One Touch OT-997D,1/10/2012,2013,2952,6,Alcatel One Touch OT-997D,41183,Alcatel,0.499984741,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.058846303,0.167803547,0.331147541,0.055567732,0.031430404,0.011348307,0.017887931,0.436648157
Alcatel One Touch OT-998 Ultra,1/10/2012,2013,2953,6,Alcatel One Touch OT-998 Ultra,41183,Alcatel,0.499984741,0.062079576,0.499771896,0.18705036,0.154471545,0.380952381,0.058846303,0.167803547,0.331147541,0.055567732,0.031430404,0.011348307,0.017887931,0.436648157
Alcatel One Touch Shockwave,1/10/2012,2013,2954,6,Alcatel One Touch Shockwave,41183,Alcatel,0.249977111,0.016777517,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.162346521,0.290983607,0.047240176,0.050673509,0.01430315,0.020474138,0.30338213
Alcatel One Touch T10,1/10/2012,2013,2955,6,Alcatel One Touch T10,41183,Alcatel,0.499984741,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.063233966,0.500682128,0.281147541,0.140765549,0.031430404,0.043187804,0.060344828,0.22387683
Alcatel One Touch View,1/11/2012,2013,3022,6,Alcatel One Touch View,41214,Alcatel,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.308196721,0.048521012,0.029826812,0.008907351,0.019396552,0.480060575
Alcatel One Touch OT-992D,1/12/2012,2013,3109,6,Alcatel One Touch OT-992D,41244,Alcatel,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.157435198,0.307377049,0.048391967,0.028864657,0.008628996,0.015517241,0.480060575
Altina A600,1/01/2006,2006,664,139,Altina A600,38718,Altina,0.031220435,0.000523305,0.132604468,0.129496403,0.089430894,0.103174603,0.009226997,0.301500682,0.135245902,0.040776732,0.108402822,0.037813417,0.024784483,0.17617365
Altina A680 / A680S,1/07/2007,2008,1049,139,Altina A680 / A680S,39264,Altina,0.062471389,0.001047635,0.199635034,0.165467626,0.154471545,0.119047619,0.01838947,0.342428377,0.118852459,0.040698455,0.108402822,0.041260733,0.040948276,0.234729934
Amazon Kindle Fire,1/11/2011,2012,2465,7,Amazon Kindle Fire,40848,Amazon,0.249977111,0.12465829,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500682128,0.290983607,0.145690292,0.033996151,0.048861957,0.072198276,0.431600202
Amazon Kindle Fire 7 HD 32GB,1/09/2012,2013,2872,7,Amazon Kindle Fire 7 HD 32GB,41153,Amazon,0.499984741,0.499999488,0.599817517,0.381294964,0.479674797,0.380952381,0.182733256,0.508867667,0.360655738,0.183526044,0.026940346,0.064728176,0.109267241,0.530287733
Amazon Kindle Fire 8.9 HD 32GB,1/11/2012,2013,3023,7,Amazon Kindle Fire 8.9 HD 32GB,41214,Amazon,0.499984741,0.499999488,0.749885948,0.517985612,0.739837398,0.579365079,0.428635953,0.637107776,0.471311475,0.300276206,0.017318794,0.064728176,0.110991379,0.530287733
Amazon Kindle Fire 8.9 HD 4G LTE 64GB,1/11/2012,2013,3024,7,Amazon Kindle Fire 8.9 HD 4G LTE 64GB,41214,Amazon,0.499984741,0.499999488,0.749885948,0.517985612,0.739837398,0.579365079,0.428635953,0.637107776,0.471311475,0.300276206,0.017318794,0.046206882,0.076077586,0.315497224
Amoi E850,1/05/2006,2006,739,8,Amoi E850,38838,Amoi,0.031220435,0.002096294,0.15561496,0.050359712,0.056910569,0.142857143,0.008130081,0.129604366,0.220491803,0.0285767,0.089159718,0.014324562,0.010344828,0.308430086
Amoi E70,1/10/2006,2007,844,8,Amoi E70,38991,Amoi,0.031220435,0.002096294,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.268442623,0.03112909,0.037844772,0.004967561,0.009051724,0.337708228
Amoi E72,1/02/2007,2007,938,8,Amoi E72,39114,Amoi,0.031220435,0.001047635,0.109593975,0.021582734,0.030894309,0.093253968,0.002881017,0.104502046,0.209016393,0.021842641,0.055805003,0.004753442,0.005603448,0.24204947
Amoi E75,1/02/2007,2007,939,8,Amoi E75,39114,Amoi,0.031220435,0.002096294,0.129603099,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.25,0.02899045,0.039769083,0.004753442,0.01012931,0.345784957
Amoi E76,1/02/2007,2007,940,8,Amoi E76,39114,Amoi,0.031220435,0.002096294,0.109593975,0.035971223,0.056910569,0.142857143,0.008130081,0.121418827,0.209016393,0.025378525,0.06863374,0.008907351,0.007543103,0.345784957
Amoi E78,1/03/2007,2007,956,8,Amoi E78,39142,Amoi,0.031220435,0.002096294,0.129603099,0.057553957,0.089430894,0.103174603,0.009226997,0.151432469,0.270491803,0.040961242,0.04425914,0.010406184,0.014008621,0.298334175
Amoi E860,1/04/2007,2007,977,8,Amoi E860,39173,Amoi,0.031220435,0.002096294,0.15561496,0.079136691,0.056910569,0.142857143,0.008130081,0.1473397,0.258196721,0.038042627,0.062219371,0.013489497,0.015732759,0.244068652
Amoi N8,1/12/2007,2008,1175,8,Amoi N8,39417,Amoi,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.144884038,0.286065574,0.041446335,0.060936498,0.014217502,0.015086207,0.244068652
Amoi N800,1/12/2007,2008,1176,8,Amoi N800,39417,Amoi,0.031220435,0.002096294,0.199635034,0.079136691,0.154471545,0.301587302,0.046586656,0.14324693,0.245901639,0.035224655,0.061577935,0.012183372,0.012931034,0.600201918
Amoi N810 (Amoi N810),1/12/2007,2008,1177,8,Amoi N810 (Amoi N810),39417,Amoi,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.245901639,0.035224655,0.064143682,0.012718669,0.013577586,0.244068652
Sharper Image 101TSI (Amoi N810),1/02/2008,2008,1253,8,Sharper Image 101TSI (Amoi N810),39479,Amoi,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.245901639,0.035224655,0.064143682,0.012718669,0.013577586,0.244068652
AnexTEK SP230,1/01/2004,2004,369,148,AnexTEK SP230,37987,AnexTEK,0.031220435,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.169167804,0.245901639,0.04159864,0.099422707,0.025094748,0.02112069,0.17617365
Hyundai A200,1/02/2006,2006,700,148,Hyundai A200,38749,AnexTEK,0.031220435,0.001047635,0.259662406,0.079136691,0.056910569,0.142857143,0.008130081,0.150068213,0.303278689,0.045512491,0.095574086,0.024580862,0.02737069,0.244068652
AnexTEK moboDA 3360,1/03/2006,2006,713,148,AnexTEK moboDA 3360,38777,AnexTEK,0.031220435,0.001047635,0.259662406,0.079136691,0.056910569,0.142857143,0.008130081,0.150068213,0.303278689,0.045512491,0.101988454,0.026186755,0.02737069,0.244068652
AnexTEK moboDA G610,1/06/2006,2006,760,148,AnexTEK moboDA G610,38869,AnexTEK,0.031220435,0.001047635,0.132604468,0.129496403,0.056910569,0.142857143,0.008130081,0.219645293,0.290983607,0.06391318,0.09878127,0.038627069,0.034482759,0.17617365
AnexTEK moboDA G620,1/10/2006,2007,845,148,AnexTEK moboDA G620,38991,AnexTEK,0.031220435,0.000523305,0.132604468,0.129496403,0.056910569,0.142857143,0.008130081,0.196452933,0.18442623,0.036231074,0.114817191,0.028477828,0.015086207,0.17617365
AnyDATA ASP-500GA,1/12/2007,2008,1178,9,AnyDATA ASP-500GA,39417,AnyDATA,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.145975443,0.286885246,0.041878201,0.108402822,0.025715693,0.019396552,0.249116608
AnyDATA ASP-505A,1/11/2008,2009,1456,9,AnyDATA ASP-505A,39753,AnyDATA,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.217213115,0.030522443,0.052597819,0.00867182,0.012931034,0.249116608
AnyDATA ASP-210C,1/03/2009,2009,1554,9,AnyDATA ASP-210C,39873,AnyDATA,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.103174603,0.009226997,0.159618008,0.262295082,0.041867018,0.050673509,0.012568786,0.015086207,0.298334175
AnyDATA ASP-705W,1/09/2009,2010,1676,9,AnyDATA ASP-705W,40057,AnyDATA,0.062471389,0.004193611,0.263664231,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.217213115,0.030522443,0.052597819,0.00867182,0.012931034,0.249116608
AnyDATA ASP-318,1/04/2010,2010,1863,9,AnyDATA ASP-318,40269,AnyDATA,0.499984741,0.031878203,0.207638683,0.107913669,0.089430894,0.222222222,0.019873532,0.135061392,0.254098361,0.034318878,0.050673509,0.009185705,0.015086207,0.344522968
AnyDATA ASP-518,1/05/2010,2010,1896,9,AnyDATA ASP-518,40299,AnyDATA,0.499984741,0.031878203,0.299680654,0.107913669,0.154471545,0.380952381,0.058846303,0.135061392,0.241803279,0.032658287,0.053880693,0.009335589,0.015086207,0.626451287
"Apple iPhone 8GB (Apple iPhone 1,1)",1/06/2007,2007,1025,10,"Apple iPhone 8GB (Apple iPhone 1,1)",39234,Apple,0.062471389,0.122888678,0.205637771,0.129496403,0.089430894,0.222222222,0.019873532,0.148703956,0.270491803,0.040223201,0.035279025,0.007986639,0.016163793,0.299343766
Apple iPod touch 1st Generation 16GB,1/09/2007,2008,1090,10,Apple iPod touch 1st Generation 16GB,39326,Apple,0.062471389,0.249999232,0.199635034,0.129496403,0.089430894,0.222222222,0.019873532,0.150886767,0.25,0.037721692,0.0121873,0,0.012931034,0.715547703
"Apple iPhone 16GB (Apple iPhone 1,1)",1/02/2008,2008,1236,10,"Apple iPhone 16GB (Apple iPhone 1,1)",39479,Apple,0.062471389,0.000243117,0.205637771,0.129496403,0.089430894,0.222222222,0.019873532,0.148703956,0.270491803,0.040223201,0.035279025,0.007986639,0.016163793,0.30338213
"Apple iPhone 3G 16GB (Apple iPhone 1,2)",1/07/2008,2009,1360,10,"Apple iPhone 3G 16GB (Apple iPhone 1,2)",39630,Apple,0.062471389,0.000243117,0.205637771,0.129496403,0.089430894,0.222222222,0.019873532,0.151705321,0.272540984,0.041345917,0.039769083,0.009442648,0.015732759,0.299343766
"Apple iPhone 3G 8GB (Apple iPhone 1,2)",1/07/2008,2009,1361,10,"Apple iPhone 3G 8GB (Apple iPhone 1,2)",39630,Apple,0.062471389,0.000121866,0.205637771,0.129496403,0.089430894,0.222222222,0.019873532,0.151705321,0.272540984,0.041345917,0.039769083,0.009442648,0.015732759,0.299343766
"Apple iPhone 3G CU (Apple iPhone 1,2)",1/06/2009,2009,1603,10,"Apple iPhone 3G CU (Apple iPhone 1,2)",39965,Apple,0.062471389,0.125838031,0.205637771,0.129496403,0.089430894,0.222222222,0.019873532,0.151705321,0.272540984,0.041345917,0.039769083,0.009442648,0.015732759,0.299343766
"Apple iPhone 3GS 32GB (Apple iPhone 2,1)",1/06/2009,2009,1604,10,"Apple iPhone 3GS 32GB (Apple iPhone 2,1)",39965,Apple,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.019873532,0.151705321,0.272540984,0.041345917,0.039769083,0.009442648,0.016163793,0.299343766
"Apple iPhone 3GS CU (Apple iPhone 2,1)",1/07/2009,2010,1629,10,"Apple iPhone 3GS CU (Apple iPhone 2,1)",39995,Apple,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.019873532,0.151705321,0.272540984,0.041345917,0.039769083,0.009442648,0.016163793,0.299343766
"Apple iPad 3G 16GB (Apple iPad 1, 1)",1/04/2010,2010,1864,10,"Apple iPad 3G 16GB (Apple iPad 1, 1)",40269,Apple,0.124973296,0.249999232,0.499771896,0.575539568,0.271544715,0.492063492,0.133617241,0.499863574,0.794262295,0.397022789,0.046824888,0.122711603,0.13362069,0.22160525
"Apple iPad 3G 32GB (Apple iPad 1,1)",1/04/2010,2010,1865,10,"Apple iPad 3G 32GB (Apple iPad 1,1)",40269,Apple,0.124973296,0.499999488,0.499771896,0.575539568,0.271544715,0.492063492,0.133617241,0.499863574,0.794262295,0.397022789,0.046824888,0.122711603,0.13362069,0.22160525
"Apple iPad 3G 64GB (Apple iPad 1,1)",1/04/2010,2010,1866,10,"Apple iPad 3G 64GB (Apple iPad 1,1)",40269,Apple,0.124973296,1,0.499771896,0.575539568,0.271544715,0.492063492,0.133617241,0.499863574,0.794262295,0.397022789,0.046824888,0.122711603,0.13362069,0.22160525
"Apple iPad WiFi 16GB (Apple iPad 1,1)",1/04/2010,2010,1867,10,"Apple iPad WiFi 16GB (Apple iPad 1,1)",40269,Apple,0.124973296,0.249999232,0.499771896,0.575539568,0.271544715,0.492063492,0.133617241,0.499863574,0.794262295,0.397022789,0.046824888,0.122711603,0.13362069,0.22160525
"Apple iPad WiFi 32GB (Apple iPad 1,1)",1/04/2010,2010,1868,10,"Apple iPad WiFi 32GB (Apple iPad 1,1)",40269,Apple,0.124973296,0.499999488,0.499771896,0.575539568,0.271544715,0.492063492,0.133617241,0.499863574,0.794262295,0.397022789,0.046824888,0.122711603,0.13362069,0.22160525
"Apple iPhone 4 16GB (Apple iPhone 3,1)",1/06/2010,2010,1921,10,"Apple iPhone 4 16GB (Apple iPhone 3,1)",40330,Apple,0.249977111,0.249999232,0.399726275,0.129496403,0.219512195,0.46031746,0.101045296,0.142319236,0.271311475,0.038612842,0.020525978,0.004004025,0.016594828,0.710752145
"Apple iPhone 4 CDMA 16GB (Apple iPhone 3,2)",1/02/2011,2011,2162,10,"Apple iPhone 4 CDMA 16GB (Apple iPhone 3,2)",40575,Apple,0.249977111,0.249999232,0.499771896,0.129496403,0.219512195,0.46031746,0.101045296,0.142319236,0.271311475,0.038612842,0.020525978,0.007986639,0.016594828,0.299343766
"Apple iPad 2 3G 64GB (Apple iPad 2, 4)",1/03/2011,2011,2186,10,"Apple iPad 2 3G 64GB (Apple iPad 2, 4)",40603,Apple,0.249977111,1,0.599817517,0.575539568,0.271544715,0.492063492,0.133617241,0.488949523,0.787704918,0.385147944,0.017318794,0.074963064,0.119181034,0.221100454
Apple iPad 2 CDMA 64GB,1/08/2011,2012,2335,10,Apple iPad 2 CDMA 64GB,40756,Apple,0.249977111,1,0.599817517,0.575539568,0.271544715,0.492063492,0.133617241,0.488949523,0.787704918,0.385147944,0.017318794,0.074963064,0.117887931,0.221100454
Apple iPhone 4S 16GB,1/10/2011,2012,2411,10,Apple iPhone 4S 16GB,40817,Apple,0.249977111,0.249999232,0.399726275,0.129496403,0.219512195,0.46031746,0.101045296,0.142155525,0.271311475,0.038568425,0.020525978,0.004004025,0.017241379,0.710752145
Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,1/03/2012,2012,2615,10,Apple  iPad 3 4G LTE 16GB / New iPad / iPad 3rd generation,40969,Apple,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,1/03/2012,2012,2616,10,Apple  iPad 3 4G LTE 32GB / New iPad / iPad 3rd generation,40969,Apple,0.499984741,0.499999488,0.499771896,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,1/03/2012,2012,2617,10,Apple  iPad 3 4G LTE 64GB / New iPad / iPad 3rd generation,40969,Apple,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.129741379,0.554265522
Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,1/03/2012,2012,2618,10,Apple  iPad 3 WiFi 16GB / New iPad / iPad 3rd generation,40969,Apple,0.499984741,0.249999232,0.499771896,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.127586207,0.554265522
Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,1/03/2012,2012,2619,10,Apple iPad 3 CDMA 64GB / New iPad / iPad 3rd generation,40969,Apple,0.499984741,1,0.499771896,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.129741379,0.554265522
Apple iPhone 4S CT 64GB,1/03/2012,2012,2620,10,Apple iPhone 4S CT 64GB,40969,Apple,0.249977111,1,0.399726275,0.129496403,0.219512195,0.46031746,0.101045296,0.142155525,0.271311475,0.038568425,0.020525978,0.004004025,0.017241379,0.710752145
Apple iPhone 5 16GB,1/09/2012,2013,2873,10,Apple iPhone 5 16GB,41153,Apple,0.499984741,0.249999232,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple iPhone 5 32GB,1/09/2012,2013,2874,10,Apple iPhone 5 32GB,41153,Apple,0.499984741,0.499999488,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple iPhone 5 64GB,1/09/2012,2013,2875,10,Apple iPhone 5 64GB,41153,Apple,0.499984741,1,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple iPhone 5 CDMA 16GB,1/09/2012,2013,2876,10,Apple iPhone 5 CDMA 16GB,41153,Apple,0.499984741,0.249999232,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple iPhone 5 CDMA 32GB,1/09/2012,2013,2877,10,Apple iPhone 5 CDMA 32GB,41153,Apple,0.499984741,0.499999488,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple iPhone 5 CDMA 64GB,1/09/2012,2013,2878,10,Apple iPhone 5 CDMA 64GB,41153,Apple,0.499984741,1,0.599817517,0.165467626,0.219512195,0.547619048,0.120209059,0.142155525,0.306557377,0.043578825,0.009621552,0.002355309,0.011206897,0.715547703
Apple  iPad 4 16GB,1/10/2012,2013,2956,10,Apple  iPad 4 16GB,41183,Apple,0.499984741,0.249999232,0.699863138,0.575539568,0.583739837,1,0.583739837,0.488949523,0.787704918,0.385147944,0.021167415,0.080701454,0.129741379,0.554265522
